text,rationale
"Put that money away.  You could have put it on the board too, you got it right.",0
"I didn't look at yours yet.   You could have put it on the board.  Scootch in.  Are you going to be playing with those all day?  Excuse me, Student M, do we have this conversation every day?  Put it away.  Every day. Let me see, did you get this one right?",0
"Shhhhhhh! This is right.  Put it away.  All right, so…",0
"No, you’re calling out again.  Sit the right way. So, 30 minutes…",1
"Okay, go ahead.  Student K, move your clip, you’re not paying attention.  You were fooling.  Student M, did you put it away?  Yes, Student C?",1
"You can’t do that because you had to have known that it [inaudible].  That doesn’t answer the question.  Go ahead. Same thing.  Sit down.  Yours is wrong.  All right, next. Just erase that, you had 9:85.  There’s no such thing as 9:85.",1
"It’s the same thing.  She added the minutes, only she did it on a number line.  All right.  5, 4, 3, 2.  You know what guys?  When we do these math problems we’re going to have to sit – girls – we’re going to have to sit longer. Student D, in your seat on your bottom.  Same thing goes with you, Student C.  So the next thing, the pencil one, Student A, can you read the first line, just the first line?  Not even on the right page.",0
You’re also calling out.  Sit down.  This one’s wrong.,0
"Right, a rectangle and a triangle.  All right put these away, you can take these home.",0
"I want her to see it though.  All right, you know what, put your homework away, we’re going to go over that in about 15 minutes.",1
"Sshh, okay, we’re only going to do one more page of these, only one more, then we’re going to go over the homework, all right?  One more page double-sided.  Yes, Student D? Student C, come up here and get this for your group.  Just one page, one side.",0
"[Inaudible] right now.  [Inaudible] and go sit down.  Student K come up here and get this for your grow.  Student S come up here.  You’re only doing one this time.  Student A.  You have four people.  Quietly please.  Sssshhh! Okay, put your name on these.  Put your name on it.  Student C, come on. You should have it passed out by now.",0
"Okay, there’s another one on my desk.  Student D has one. That’s all, just one.  Go ahead, work on it now quietly. Can I have my pencils back, my marker back?  Sharpener.  If you’re talking you’re in… If you’re talking you’re in.",0
"Go.  Ssssh! Sssssh! Student K, sit down.  I always spell your last name wrong.",0
"You’re doing the problems by yourself, you’re putting your name on it.  Focus, please.  You can explain it.  Sssshhh! Is this right?",1
"No, no, no, no, no.   Ssssshh! Sssssh! Underline important information.  Good math students always get rid of the parts that don’t make sense.",0
"Okay, eyes up here.",0
You should see you when you’re doing that.  You look silly when you’re doing that.  The camera’s right on you.  You look silly. Fewer.  Fewer than 8.  How many books did Marlow read?,0
Go sit down.,0
"Student A, sit down.  Student A, your job today is to not call out and to not get out without being told.",0
I already just guessed.  Can you put your feet in the right way?,0
"So everybody should have gotten that one right, there’s no excuse for that one.  You need to take it slow.  Remember, when you’re doing these Mcast questions, you are going to have the whole day to do them.  Don’t rush.  The first one done is not the winner.  Like I said, my daughter used to take all day, and she got advanced in every single category, because she took her time.  It’s more important to concentrate and take your time.  Student M, stop tapping.",1
"When you’re with me for teacher time, we are going to be practicing doing conversions, and I would like for you to bring just a marker to use on the white board or a pencil and paper.Okay?This table will be teacher first, that table will be partner first.",0
"Yes, you did.  I’m going to give you your board back, thank you, Student R.  And let me get an eraser.  Okay, I’m going to try giving you some and I want you to do them on your own on the white board and show me your answer.  6 cups equals how many pints?  6 cups is how many pints?",0
