text,cm
Can 24 fit in 23?  No.  So you can only get how many 12?,FALSE
A cone and a sphere are both 3-D.,FALSE
Four times two is what?,FALSE
"So let's discuss.  So who would like to share what they did? Student E, tell us which way you turned your figure 'cause we learned that when we turn our figure different ways we get different widths and things like that, right?",FALSE
"Everybody put down a zero, then a decimal.That's what you call this little dot.Then the number one.This is how you write one tenth as a decimal.Why do we need to do that, Ms. M?If we write one tenth this way, why would we need to learn how to write one tenth another way?",FALSE
"Okay, come on up, Student J.  What's our next number?",FALSE
"All right, we’ve been working on fractions right?",FALSE
Total.,FALSE
"""Or rain is probably going to happen today.""",FALSE
"Twelve divided by six is two.  When you’re working with these models like this you can’t have your total divided by your number of groups.  So if you’re going to see a problem like that presented to – I gave you the problem, you made the model, right? But if I had – if I gave you a problem and it had two little pieces in each one and I said what is this division problem?  If I didn’t give you this, if I gave you the picture first and I said what division problem is this?  Where are you gonna start?  You’re gonna have to start with what, Student M?",FALSE
"One fourth of the animals are camels.  Good job.  Move on to 18 C and 18 D.  18 C, and 18 D.  Two thirds.  When the class counted two thirds of the elephants and lions – now let us read 18 C.  When the class – everybody look at 18 C for me. When the class counted two thirds of the elephants and lions, how many different animals are we looking at?",FALSE
"296.  Who can answer that question in a statement?  What are we even talking about?  296 what, Student M?  Nice and loud.",FALSE
"Round.  So, remember when we did with multiplication, it was different than when we rounded with addition.  When we add with rounding, we round both numbers.  But when we round with multiplication, we only round one of the numbers and then we multiply from there. So, let’s look at 18 first.  It says, “There are 52 weeks in one year.  About how many weeks are in five years?” Which of those two numbers am I gonna round, Student J?",FALSE
Two.  So I would say 3 divided by 2 is going to tell me how many pints.  Excuse me for a minute. You know that right now you’re in what station?,FALSE
"Great.  Let me stop this. [Inaudible].so what you are going to start doing because this group seems to have a problem following the steps, you are going to do the problem out and for each part; you are going to write which step goes next to it.  So the first thing you are going to do is look at it, do whatever you were going to do first and right step one.  So either put a one next to it or a two; put something so that I know when I look at your notebook you know what step you are doing.",FALSE
Okay.  All you have to do what now?  Plug in the numbers.  Am I right?,FALSE
"Absolutely.  There’s one thing to figuring it out just by using numbers, but it’s another thing when you’re able to explain it in words.  Do you need to write things more than numbers in math?",FALSE
Good.  ‘Cause I see her writing something and I see you looking at me.,FALSE
"Oh, you know what?  We’re not going to do that, because I have to wrap up my lesson. Nice you did it.  So you guys have it.  You gentlemen have it. Perfect, don’t touch a thing.  Perfect.  You did it. This actually is what?  How many come in a package?",FALSE
One division.  I need two boxes.  So we’ll have six boxes.,FALSE
This is the same thing.  You just multiply it across.,FALSE
No all of these have to be another shape you have to go get more orange. Take some more green.,FALSE
14.  Who doesn't have it here?,FALSE
"Volume is the amount of space an object takes up.  You get that space by multiplying three dimensions together, if it's a prism.  But as Student B said, if it's an irregular figure where there's no definite height, no definite width, no definite length, you count up how many cubes there are. We're going to do four quick cube building activities. Take a look at this figure up here.  It's kind of tricky. I'm going to shut down the lights a little bit so you can see.  Why do you think I'm telling you this one is kind of an optical illusion kind of thing?  How come, Student J?",FALSE
"Simply name and date.That's it.Again, just your name and the date.Let's review a couple of the things we just were introduced to right now, just a couple of things.We won't go crazy.Just to see what you all know and what we went over, and get an idea of some things we need to continue to work on.",FALSE
Okay.,FALSE
"No.  We still have to use it and make it a fraction, right? Okay, so we take what’s left over, all right, and use it as our what?  Numerator or denominator?",FALSE
Why?,FALSE
"Yes.  You can write in your math journal.  No problem.  All right.  As soon as you get your paper you can start. Sorry.  One for you.  Now this one is a little different. Let us read part A first, and then see what we are going to do.  Student S, pay attention please.  Now this is Ms. Hendricks asked her students how they get to school each day.  She collected their answers and determined the following results.",TRUE
"64.  So I know that 8 times 8 is 64, so I know that 16 times 4 is 64.  How many people had 64 for that?  How many people changed to 8 times 8?  How many people changed 16 times 4 to 8 times 8 to get your answer.",FALSE
"Two-thirds is closer.  Two-thirds is definitely closer.  So who has more left over, more to fill?",FALSE
The next step we’ve got to add our zero.  3 x 3 is?,FALSE
"If he doesn't want it, take it.",FALSE
"Okay, showing the population of a type of animal.  One more.",FALSE
"Good, in the 10’s place.  So the 4 is in the 10’s place, alright, and it becomes 40.  The 7 is in the 1’s place and it’s just a 7.  So if I picture this number – 3 by 47 seems much bigger than 3 – and so if I’m counting, I’m counting over 40 and there’s my 7; so 47.  So this is 40 what? Columns or rows?",FALSE
"Student J hasn't gone, okay.",FALSE
Add up your percent.,FALSE
Did you do the blue?,FALSE
5 what?,FALSE
"Oh, it is?  Did I write it wrong?",FALSE
You noticed what?  You're okay?,FALSE
"I need for you to get started with that, please.",FALSE
"The percent, so how do I convert one fifth as a percent? Student K, how do I convert one fifth to a percent? Percent means per—",FALSE
"Student J, that’s not what it says.",FALSE
You think so?  Hold on to that.  Can you give me an estimation from the last one—on the last one?,FALSE
"So six eighths and nine twelfths are equivalent to three fourths.  Again, it's not the easiest way if you're doing it on your own.  All right.  So let's take a look.  Put number one on your paper.  Explain how you can find an equivalent fraction for four twelfths.  Tell me what you can do to find an equivalent fraction to four twelfths. Write a sentence or two.  What did we say we can do to find equivalent fractions?  You need to be writing, please. Guys, come on.  You aren't even writing.  What did we say we can do to find equivalent fractions?  Look at the example on the board besides the number line.  I'm not asking you to talk out.  What can I do to find equivalent fractions?  Write your answer.  Okay.  Multiply by 3. What?  What do you need to multiply?  You're not being specific enough.  You don't have the fraction parts, so what can you do besides fraction parts?  That's not writing a sentence.  That's showing me a math problem.  Please write a sentence with that.  Explain what you did.  Write it in a sentence.  What did you do?  You're missing two words in there.  You can divide or multiply what?  By is what you have, but what don't you have?  You can divide and multiply the what?  Go back and look.  What are these?",FALSE
